item_id,book_title,concept,domain,cluster_description,item_type,description,text,title,numbers,url,combined_text,standard,all_standards
437,Algebra and Trigonometry,GEOMETRY,Expressing Geometric Properties with Equations,Use coordinates to prove simple geometric theorems algebraically,example,,,,5,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:b64cdbd9-26f9-4dfc-99d2-ed5a9f99bae8.xhtml,,HSG.GPE.B.7,HSG.GPE.B.7
438,Algebra and Trigonometry,GEOMETRY,Expressing Geometric Properties with Equations,Use coordinates to prove simple geometric theorems algebraically,title,,Finding the Distance between Two Points,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:b64cdbd9-26f9-4dfc-99d2-ed5a9f99bae8.xhtml,Finding the Distance between Two Points,HSG.GPE.B.7,HSG.GPE.B.7
439,Algebra and Trigonometry,FUNCTIONS,Building Functions,Build a function that models a relationship between two quantities.,section,Geometric Sequences,,,13.3,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:94ee3a01-1ca8-4d05-8e23-a5baba74e1a6.xhtml,Geometric Sequences,HSF.BF.A.1.A,HSF.BF.A.1.A
440,Algebra and Trigonometry,FUNCTIONS,Building Functions,Build a function that models a relationship between two quantities.,title,,Using Recursive Formulas for Geometric Sequences,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:94ee3a01-1ca8-4d05-8e23-a5baba74e1a6.xhtml,Using Recursive Formulas for Geometric Sequences,HSF.BF.A.1.A,HSF.BF.A.1.A
441,Algebra and Trigonometry,FUNCTIONS,Building Functions,Build a function that models a relationship between two quantities.,example,,,,3,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:94ee3a01-1ca8-4d05-8e23-a5baba74e1a6.xhtml,,HSF.BF.A.1.A,HSF.BF.A.1.A
442,Algebra and Trigonometry,FUNCTIONS,Building Functions,Build a function that models a relationship between two quantities.,title,,Using Recursive Formulas for Geometric Sequences,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:94ee3a01-1ca8-4d05-8e23-a5baba74e1a6.xhtml,Using Recursive Formulas for Geometric Sequences,HSF.BF.A.1.A,HSF.BF.A.1.A
443,Algebra and Trigonometry,FUNCTIONS,Building Functions,Build a function that models a relationship between two quantities.,title,,Solving Application Problems with Geometric Sequences,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:94ee3a01-1ca8-4d05-8e23-a5baba74e1a6.xhtml,Solving Application Problems with Geometric Sequences,HSF.BF.A.1.A,HSF.BF.A.1.A
444,Algebra and Trigonometry,FUNCTIONS,Building Functions,Build a function that models a relationship between two quantities.,example,,,,6,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:94ee3a01-1ca8-4d05-8e23-a5baba74e1a6.xhtml,,HSF.BF.A.1.A,HSF.BF.A.1.A
445,Algebra and Trigonometry,FUNCTIONS,Building Functions,Build a function that models a relationship between two quantities.,title,,Solving Application Problems with Geometric Sequences,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:94ee3a01-1ca8-4d05-8e23-a5baba74e1a6.xhtml,Solving Application Problems with Geometric Sequences,HSF.BF.A.1.A,HSF.BF.A.1.A
446,Algebra and Trigonometry,FUNCTIONS,Building Functions,Build a function that models a relationship between two quantities.,section,Composition of Functions,,,3.4,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:8a4fc477-43da-4fc4-9ff0-19a7fae5a19d.xhtml,Composition of Functions,HSF.BF.A.1.B,HSF.BF.A.1.B
447,Algebra and Trigonometry,FUNCTIONS,Building Functions,Build a function that models a relationship between two quantities.,title,,Combining Functions Using Algebraic Operations,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:8a4fc477-43da-4fc4-9ff0-19a7fae5a19d.xhtml,Combining Functions Using Algebraic Operations,HSF.BF.A.1.B,HSF.BF.A.1.B
448,Algebra and Trigonometry,FUNCTIONS,Building Functions,Build a function that models a relationship between two quantities.,example,,,,1,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:8a4fc477-43da-4fc4-9ff0-19a7fae5a19d.xhtml,,HSF.BF.A.1.B,HSF.BF.A.1.B
449,Algebra and Trigonometry,FUNCTIONS,Building Functions,Build a function that models a relationship between two quantities.,title,,Performing Algebraic Operations on Functions,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:8a4fc477-43da-4fc4-9ff0-19a7fae5a19d.xhtml,Performing Algebraic Operations on Functions,HSF.BF.A.1.B,HSF.BF.A.1.B
450,Algebra and Trigonometry,FUNCTIONS,Building Functions,Build a function that models a relationship between two quantities.,section,Sequences and Their Notations,,,13.1,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:f51b97a1-9732-412b-a1bf-237bacd33938.xhtml,Sequences and Their Notations,HSF.BF.A.2,HSF.BF.A.2
451,Algebra and Trigonometry,FUNCTIONS,Building Functions,Build a function that models a relationship between two quantities.,title,,Writing the Terms of a Sequence Defined by an Explicit Formula,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:f51b97a1-9732-412b-a1bf-237bacd33938.xhtml,Writing the Terms of a Sequence Defined by an Explicit Formula,HSF.BF.A.2,HSF.BF.A.2
452,Algebra and Trigonometry,FUNCTIONS,Building Functions,Build a function that models a relationship between two quantities.,example,,,,1,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:f51b97a1-9732-412b-a1bf-237bacd33938.xhtml,,HSF.BF.A.2,HSF.BF.A.2
453,Algebra and Trigonometry,FUNCTIONS,Building Functions,Build a function that models a relationship between two quantities.,title,,Writing the Terms of a Sequence Defined by an Explicit Formula,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:f51b97a1-9732-412b-a1bf-237bacd33938.xhtml,Writing the Terms of a Sequence Defined by an Explicit Formula,HSF.BF.A.2,HSF.BF.A.2
454,Algebra and Trigonometry,FUNCTIONS,Building Functions,Build a function that models a relationship between two quantities.,section,Geometric Sequences,,,13.3,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:94ee3a01-1ca8-4d05-8e23-a5baba74e1a6.xhtml,Geometric Sequences,HSF.BF.A.2,HSF.BF.A.2
455,Algebra and Trigonometry,FUNCTIONS,Building Functions,Build a function that models a relationship between two quantities.,example,,,,4,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:94ee3a01-1ca8-4d05-8e23-a5baba74e1a6.xhtml,,HSF.BF.A.2,HSF.BF.A.2
456,Algebra and Trigonometry,FUNCTIONS,Building Functions,Build a function that models a relationship between two quantities.,title,,Writing Terms of Geometric Sequences Using the Explicit Formula,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:94ee3a01-1ca8-4d05-8e23-a5baba74e1a6.xhtml,Writing Terms of Geometric Sequences Using the Explicit Formula,HSF.BF.A.2,HSF.BF.A.2
457,Algebra and Trigonometry,FUNCTIONS,Building Functions,Build a function that models a relationship between two quantities.,title,,Using Explicit Formulas for Geometric Sequences,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:94ee3a01-1ca8-4d05-8e23-a5baba74e1a6.xhtml,Using Explicit Formulas for Geometric Sequences,HSF.BF.A.2,HSF.BF.A.2
458,Algebra and Trigonometry,FUNCTIONS,Building Functions,Build new functions from existing functions.,section,Transformation of Functions,,,3.5,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:5f6ff02a-1000-410d-b034-af26fbd86d0b.xhtml,Transformation of Functions,HSF.BF.B.3,HSF.BF.B.3
459,Algebra and Trigonometry,FUNCTIONS,Building Functions,Build new functions from existing functions.,title,,Even and Odd Functions,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:5f6ff02a-1000-410d-b034-af26fbd86d0b.xhtml,Even and Odd Functions,HSF.BF.B.3,HSF.BF.B.3
460,Algebra and Trigonometry,FUNCTIONS,Building Functions,Build new functions from existing functions.,example,,,,12,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:5f6ff02a-1000-410d-b034-af26fbd86d0b.xhtml,,HSF.BF.B.3,HSF.BF.B.3
461,Algebra and Trigonometry,FUNCTIONS,Building Functions,Build new functions from existing functions.,title,,"Determining whether a Function is Even, Odd, or Neither",,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:5f6ff02a-1000-410d-b034-af26fbd86d0b.xhtml,"Determining whether a Function is Even, Odd, or Neither",HSF.BF.B.3,HSF.BF.B.3
462,Algebra and Trigonometry,FUNCTIONS,Building Functions,Build new functions from existing functions.,title,,Graphing Functions Using Stretches and Compressions,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:5f6ff02a-1000-410d-b034-af26fbd86d0b.xhtml,Graphing Functions Using Stretches and Compressions,HSF.BF.B.3,HSF.BF.B.3
463,Algebra and Trigonometry,FUNCTIONS,Building Functions,Build new functions from existing functions.,figure,,,,19,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:5f6ff02a-1000-410d-b034-af26fbd86d0b.xhtml,,HSF.BF.B.3,HSF.BF.B.3
464,Algebra and Trigonometry,FUNCTIONS,Building Functions,Build new functions from existing functions.,example,,,,"13,14,15",https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:5f6ff02a-1000-410d-b034-af26fbd86d0b.xhtml,,HSF.BF.B.3,HSF.BF.B.3
465,Algebra and Trigonometry,FUNCTIONS,Building Functions,Build new functions from existing functions.,title,,Horizontal Stretches,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:5f6ff02a-1000-410d-b034-af26fbd86d0b.xhtml,Horizontal Stretches,HSF.BF.B.3,HSF.BF.B.3
466,Algebra and Trigonometry,FUNCTIONS,Building Functions,Build new functions from existing functions.,figure,,,,23,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:5f6ff02a-1000-410d-b034-af26fbd86d0b.xhtml,,HSF.BF.B.3,HSF.BF.B.3
467,Algebra and Trigonometry,FUNCTIONS,Building Functions,Build new functions from existing functions.,section,Inverse Functions,,,3.7,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:f592aad0-19d8-42d6-94b9-086bdd84c2b5.xhtml,Inverse Functions,HSF.BF.B.4.A,HSF.BF.B.4.A
468,Algebra and Trigonometry,FUNCTIONS,Building Functions,Build new functions from existing functions.,example,,,,1,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:f592aad0-19d8-42d6-94b9-086bdd84c2b5.xhtml,,HSF.BF.B.4.A,HSF.BF.B.4.A
469,Algebra and Trigonometry,FUNCTIONS,Building Functions,Build new functions from existing functions.,title,,Identifying an Inverse Function for a Given Input-Output Pair,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:f592aad0-19d8-42d6-94b9-086bdd84c2b5.xhtml,Identifying an Inverse Function for a Given Input-Output Pair,HSF.BF.B.4.A,HSF.BF.B.4.A
470,Algebra and Trigonometry,FUNCTIONS,Building Functions,Build new functions from existing functions.,example,,,,2,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:f592aad0-19d8-42d6-94b9-086bdd84c2b5.xhtml,,HSF.BF.B.4.A,HSF.BF.B.4.A
471,Algebra and Trigonometry,FUNCTIONS,Building Functions,Build new functions from existing functions.,title,,Testing Inverse Relationships Algebraically,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:f592aad0-19d8-42d6-94b9-086bdd84c2b5.xhtml,Testing Inverse Relationships Algebraically,HSF.BF.B.4.A,HSF.BF.B.4.A
472,Algebra and Trigonometry,FUNCTIONS,"Linear, Quadratic, & Exponential Models","Construct and compare linear, quadratic, and exponential models and solve problems.",section,Linear Functions,,,4.1,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:f48a9644-4329-4387-9b38-4ac039f12570.xhtml,Linear Functions,HSF.LE.A.1.A,HSF.LE.A.1.A
473,Algebra and Trigonometry,FUNCTIONS,"Linear, Quadratic, & Exponential Models","Construct and compare linear, quadratic, and exponential models and solve problems.",title,,Representing Linear Functions,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:f48a9644-4329-4387-9b38-4ac039f12570.xhtml,Representing Linear Functions,HSF.LE.A.1.A,HSF.LE.A.1.A
474,Algebra and Trigonometry,FUNCTIONS,"Linear, Quadratic, & Exponential Models","Construct and compare linear, quadratic, and exponential models and solve problems.",example,,,,1,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:f48a9644-4329-4387-9b38-4ac039f12570.xhtml,,HSF.LE.A.1.A,HSF.LE.A.1.A
475,Algebra and Trigonometry,FUNCTIONS,"Linear, Quadratic, & Exponential Models","Construct and compare linear, quadratic, and exponential models and solve problems.",title,,Using a Linear Function to Find the Pressure on a Diver,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:f48a9644-4329-4387-9b38-4ac039f12570.xhtml,Using a Linear Function to Find the Pressure on a Diver,HSF.LE.A.1.A,HSF.LE.A.1.A
476,Algebra and Trigonometry,FUNCTIONS,"Linear, Quadratic, & Exponential Models","Construct and compare linear, quadratic, and exponential models and solve problems.",title,,"Determining Whether a Linear Function is Increasing, Decreasing, or Constant",,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:f48a9644-4329-4387-9b38-4ac039f12570.xhtml,"Determining Whether a Linear Function is Increasing, Decreasing, or Constant",HSF.LE.A.1.A,HSF.LE.A.1.A
477,Algebra and Trigonometry,FUNCTIONS,"Linear, Quadratic, & Exponential Models","Construct and compare linear, quadratic, and exponential models and solve problems.",example,,,,2,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:f48a9644-4329-4387-9b38-4ac039f12570.xhtml,,HSF.LE.A.1.A,HSF.LE.A.1.A
478,Algebra and Trigonometry,FUNCTIONS,"Linear, Quadratic, & Exponential Models","Construct and compare linear, quadratic, and exponential models and solve problems.",title,,"Deciding Whether a Linear Function is Increasing, Decreasing, or Constant",,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:f48a9644-4329-4387-9b38-4ac039f12570.xhtml,"Deciding Whether a Linear Function is Increasing, Decreasing, or Constant",HSF.LE.A.1.A,HSF.LE.A.1.A
479,Algebra and Trigonometry,FUNCTIONS,"Linear, Quadratic, & Exponential Models","Construct and compare linear, quadratic, and exponential models and solve problems.",section,Modeling with Linear Functions,,,4.2,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:dcf784dc-acd1-46a8-b5b0-cd5d8673b83a.xhtml,Modeling with Linear Functions,HSF.LE.A.1.B,HSF.LE.A.1.B
480,Algebra and Trigonometry,FUNCTIONS,"Linear, Quadratic, & Exponential Models","Construct and compare linear, quadratic, and exponential models and solve problems.",title,,Building Linear Models from Verbal Descriptions,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:dcf784dc-acd1-46a8-b5b0-cd5d8673b83a.xhtml,Building Linear Models from Verbal Descriptions,HSF.LE.A.1.B,HSF.LE.A.1.B
481,Algebra and Trigonometry,FUNCTIONS,"Linear, Quadratic, & Exponential Models","Construct and compare linear, quadratic, and exponential models and solve problems.",example,,,,1,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:dcf784dc-acd1-46a8-b5b0-cd5d8673b83a.xhtml,,HSF.LE.A.1.B,HSF.LE.A.1.B
482,Algebra and Trigonometry,FUNCTIONS,"Linear, Quadratic, & Exponential Models","Construct and compare linear, quadratic, and exponential models and solve problems.",title,,Using a Linear Model to Investigate a Town’s Population,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:dcf784dc-acd1-46a8-b5b0-cd5d8673b83a.xhtml,Using a Linear Model to Investigate a Town’s Population,HSF.LE.A.1.B,HSF.LE.A.1.B
483,Algebra and Trigonometry,FUNCTIONS,"Linear, Quadratic, & Exponential Models","Construct and compare linear, quadratic, and exponential models and solve problems.",section,Exponential Functions,,,6.1,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:694d2eea-4135-47f3-8c06-60472f7e967c.xhtml,Exponential Functions,HSF.LE.A.1.B,HSF.LE.A.1.B
484,Algebra and Trigonometry,FUNCTIONS,"Linear, Quadratic, & Exponential Models","Construct and compare linear, quadratic, and exponential models and solve problems.",title,,Defining an Exponential Function,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:694d2eea-4135-47f3-8c06-60472f7e967c.xhtml,Defining an Exponential Function,HSF.LE.A.1.B,HSF.LE.A.1.B
485,Algebra and Trigonometry,FUNCTIONS,"Linear, Quadratic, & Exponential Models","Construct and compare linear, quadratic, and exponential models and solve problems.",table,,,,1,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:694d2eea-4135-47f3-8c06-60472f7e967c.xhtml,,HSF.LE.A.1.B,HSF.LE.A.1.B
486,Algebra and Trigonometry,FUNCTIONS,"Linear, Quadratic, & Exponential Models","Construct and compare linear, quadratic, and exponential models and solve problems.",section,Exponential Functions,,,6.1,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:694d2eea-4135-47f3-8c06-60472f7e967c.xhtml,Exponential Functions,HSF.LE.A.1.C,HSF.LE.A.1.C
487,Algebra and Trigonometry,FUNCTIONS,"Linear, Quadratic, & Exponential Models","Construct and compare linear, quadratic, and exponential models and solve problems.",title,,Defining an Exponential Function,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:694d2eea-4135-47f3-8c06-60472f7e967c.xhtml,Defining an Exponential Function,HSF.LE.A.1.C,HSF.LE.A.1.C
488,Algebra and Trigonometry,FUNCTIONS,"Linear, Quadratic, & Exponential Models","Construct and compare linear, quadratic, and exponential models and solve problems.",table,,,,2,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:694d2eea-4135-47f3-8c06-60472f7e967c.xhtml,,HSF.LE.A.1.C,HSF.LE.A.1.C
489,Algebra and Trigonometry,FUNCTIONS,"Linear, Quadratic, & Exponential Models","Construct and compare linear, quadratic, and exponential models and solve problems.",figure,,,,1,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:694d2eea-4135-47f3-8c06-60472f7e967c.xhtml,,HSF.LE.A.1.C,HSF.LE.A.1.C
490,Algebra and Trigonometry,FUNCTIONS,"Linear, Quadratic, & Exponential Models","Construct and compare linear, quadratic, and exponential models and solve problems.",example,,,,1,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:694d2eea-4135-47f3-8c06-60472f7e967c.xhtml,,HSF.LE.A.1.C,HSF.LE.A.1.C
491,Algebra and Trigonometry,FUNCTIONS,"Linear, Quadratic, & Exponential Models","Construct and compare linear, quadratic, and exponential models and solve problems.",title,,Identifying Exponential Functions,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:694d2eea-4135-47f3-8c06-60472f7e967c.xhtml,Identifying Exponential Functions,HSF.LE.A.1.C,HSF.LE.A.1.C
492,Algebra and Trigonometry,FUNCTIONS,"Linear, Quadratic, & Exponential Models","Construct and compare linear, quadratic, and exponential models and solve problems.",section,Linear Functions,,,4.1,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:f48a9644-4329-4387-9b38-4ac039f12570.xhtml,Linear Functions,HSF.LE.A.2,HSF.LE.A.2
493,Algebra and Trigonometry,FUNCTIONS,"Linear, Quadratic, & Exponential Models","Construct and compare linear, quadratic, and exponential models and solve problems.",title,,Representing Linear Functions,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:f48a9644-4329-4387-9b38-4ac039f12570.xhtml,Representing Linear Functions,HSF.LE.A.2,HSF.LE.A.2
494,Algebra and Trigonometry,FUNCTIONS,"Linear, Quadratic, & Exponential Models","Construct and compare linear, quadratic, and exponential models and solve problems.",example,,,,1,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:f48a9644-4329-4387-9b38-4ac039f12570.xhtml,,HSF.LE.A.2,HSF.LE.A.2
495,Algebra and Trigonometry,FUNCTIONS,"Linear, Quadratic, & Exponential Models","Construct and compare linear, quadratic, and exponential models and solve problems.",title,,Using a Linear Function to Find the Pressure on a Diver,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:f48a9644-4329-4387-9b38-4ac039f12570.xhtml,Using a Linear Function to Find the Pressure on a Diver,HSF.LE.A.2,HSF.LE.A.2
496,Algebra and Trigonometry,FUNCTIONS,"Linear, Quadratic, & Exponential Models","Construct and compare linear, quadratic, and exponential models and solve problems.",section,Graphs of Exponential Functions,,,6.2,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:73c684c9-6dae-4f32-a1a1-5208b5bf59c2.xhtml,Graphs of Exponential Functions,HSF.LE.A.2,HSF.LE.A.2
497,Algebra and Trigonometry,FUNCTIONS,"Linear, Quadratic, & Exponential Models","Construct and compare linear, quadratic, and exponential models and solve problems.",title,,Graphing Exponential Functions,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:73c684c9-6dae-4f32-a1a1-5208b5bf59c2.xhtml,Graphing Exponential Functions,HSF.LE.A.2,HSF.LE.A.2
498,Algebra and Trigonometry,FUNCTIONS,"Linear, Quadratic, & Exponential Models","Construct and compare linear, quadratic, and exponential models and solve problems.",figure,,,,1,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:73c684c9-6dae-4f32-a1a1-5208b5bf59c2.xhtml,,HSF.LE.A.2,HSF.LE.A.2
499,Algebra and Trigonometry,FUNCTIONS,"Linear, Quadratic, & Exponential Models","Construct and compare linear, quadratic, and exponential models and solve problems.",figure,,,,2,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:73c684c9-6dae-4f32-a1a1-5208b5bf59c2.xhtml,,HSF.LE.A.2,HSF.LE.A.2
500,Algebra and Trigonometry,FUNCTIONS,"Linear, Quadratic, & Exponential Models","Construct and compare linear, quadratic, and exponential models and solve problems.",example,,,,1,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:73c684c9-6dae-4f32-a1a1-5208b5bf59c2.xhtml,,HSF.LE.A.2,HSF.LE.A.2
